payload_source,payload_label,method_id,payload_hex,payload_len,generation_strategy,seed_payload_hex,note
llm_real,suffix_zero_02020202,14,0202020200,5,semantic_suffix_padding,02020202,
llm_real,open_close_boundaryff_close,14,0102ff02,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_noop_open_noop,14,02000100,4,semantic_all_door_command_combination,,four door command bytes
llm_real,close_noop_invalid3_close,14,02000302,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_close_boundaryff_boundaryff,14,ff02ffff,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_open_close_invalid3,14,ff010203,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_invalid3_open_open,14,02030101,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_open_boundaryff_boundaryff,14,0301ffff,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_invalid3_boundaryff_open,14,0103ff01,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_close_noop,14,02ff0200,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_close_invalid3,14,03ff0203,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_noop_close,14,03ff0002,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_invalid3_close,14,03ff0302,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_open_noop,14,03ff0100,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_close_invalid3,14,02ff0203,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_open_close_noop,14,ff010200,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_invalid3_open_close,14,02030102,4,semantic_invalid_enum_included,,four door command bytes
llm_real,open_noop_invalid3_open,14,01000301,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_close_close_open,14,03020201,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_boundaryff_boundaryff_invalid3,14,ffffff03,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_boundaryff_open_invalid3,14,ffff0103,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_close_noop_noop,14,03020000,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_close_noop_invalid3,14,00020003,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_close_invalid3_boundaryff,14,030203ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_noop_close_close,14,ff000202,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_noop_boundaryff_noop,14,0200ff00,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_invalid3_invalid3_invalid3,14,ff030303,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_invalid3_invalid3_invalid3,14,00030303,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_close_boundaryff_noop,14,0002ff00,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_open_close_invalid3,14,02010203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_close_invalid3_noop,14,03020300,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_boundaryff_invalid3_invalid3,14,03ff0303,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_open_boundaryff_noop,14,0201ff00,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_open_open_boundaryff,14,000101ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_invalid3_boundaryff_close,14,0003ff02,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_close_close_invalid3,14,00020203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_noop_boundaryff_close,14,ff00ff02,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_open_boundaryff,14,000001ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_boundaryff_open,14,03ffff01,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_invalid3_open,14,00000301,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_boundaryff_invalid3_boundaryff,14,00ff03ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_close_close_boundaryff,14,010202ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_open_noop_invalid3,14,ff010003,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_boundaryff_boundaryff_boundaryff,14,ffffffff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_noop_close_boundaryff,14,020002ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_open_invalid3,14,03ff0103,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_noop_noop,14,02ff0000,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_close_boundaryff,14,000002ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_open_boundaryff_open,14,0301ff01,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_invalid3_boundaryff_boundaryff,14,0103ffff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_close_close,14,02ff0202,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_close_boundaryff_noop,14,0102ff00,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_invalid3_boundaryff_open,14,0303ff01,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_noop_open_invalid3,14,01000103,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_open_noop_noop,14,00010000,4,semantic_all_door_command_combination,,four door command bytes
llm_real,boundaryff_invalid3_noop_invalid3,14,ff030003,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_noop_close_invalid3,14,03000203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,prefix_ff_00000000,14,ff00000000,5,semantic_prefix_padding,00000000,
llm_real,close_invalid3_open_noop,14,02030100,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_invalid3_open_invalid3,14,ff030103,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_close_invalid3_close,14,01020302,4,semantic_invalid_enum_included,,four door command bytes
llm_real,invalid3_invalid3_invalid3_boundaryff,14,030303ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_boundaryff_invalid3_close,14,01ff0302,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_open_open,14,00000101,4,semantic_all_door_command_combination,,four door command bytes
llm_real,invalid3_close_invalid3_invalid3,14,03020303,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_noop_invalid3_boundaryff,14,000003ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_invalid3_close_noop,14,03030200,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_boundaryff_noop_invalid3,14,ffff0003,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_close_open_boundaryff,14,ff0201ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_noop_boundaryff,14,02ff00ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_boundaryff_invalid3_boundaryff,14,02ff03ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_open_boundaryff_open,14,0201ff01,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_open_invalid3_invalid3,14,00010303,4,semantic_invalid_enum_included,,four door command bytes
