payload_source,payload_label,method_id,method_name,getter_id,payload_hex,payload_len,round_index,generation_strategy,seed_payload_hex,feedback_note
llm_feedback,m12_guided_random_00,12,setSeatHeatingLevel,11,4fff2c00ecff0101ff0303ff03,13,2,guided_random,,deterministic fallback exploration
llm_feedback,m12_guided_random_01,12,setSeatHeatingLevel,11,01ffff03ff0301ff0203,10,2,guided_random,,deterministic fallback exploration
llm_feedback,m12_guided_random_02,12,setSeatHeatingLevel,11,02032c02b1ffff00b702fe01030c0002,16,2,guided_random,,deterministic fallback exploration
llm_feedback,m12_guided_random_03,12,setSeatHeatingLevel,11,00ff0200dc03ff03ff00,10,2,guided_random,,deterministic fallback exploration
llm_feedback,m12_guided_random_06,12,setSeatHeatingLevel,11,ff014fff8402ff42ff020100010303,15,2,guided_random,,deterministic fallback exploration
llm_feedback,m12_guided_random_07,12,setSeatHeatingLevel,11,ff,1,2,guided_random,,deterministic fallback exploration
llm_feedback,m14_baseline_open_all,14,changeDoorsState,8,01010101,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_reset_close_all,14,changeDoorsState,8,02020202,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_reset_expected_noop,14,changeDoorsState,8,00000000,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_front_left,14,changeDoorsState,8,01000000,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_front_right,14,changeDoorsState,8,00010000,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_rear_left,14,changeDoorsState,8,00000100,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_rear_right,14,changeDoorsState,8,00000001,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_front_pair,14,changeDoorsState,8,01010000,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_open_rear_pair,14,changeDoorsState,8,00000101,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_mixed_open_close_1,14,changeDoorsState,8,01020102,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_mixed_open_close_2,14,changeDoorsState,8,02010102,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_invalid3_all,14,changeDoorsState,8,03030303,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_boundaryff_all,14,changeDoorsState,8,ffffffff,4,2,semantic_seed,,initial Method 14 structure coverage
llm_feedback,m14_suffix_zero_01010101,14,changeDoorsState,8,0101010100,5,2,suffix_padding,01010101,
llm_feedback,m14_suffix_ff_01010101,14,changeDoorsState,8,01010101ff,5,2,suffix_padding,01010101,
llm_feedback,m14_prefix_zero_01010101,14,changeDoorsState,8,0001010101,5,2,prefix_padding,01010101,
llm_feedback,m14_prefix_ff_01010101,14,changeDoorsState,8,ff01010101,5,2,prefix_padding,01010101,
llm_feedback,m14_double_01010101,14,changeDoorsState,8,0101010101010101,8,2,length_variation_duplication,01010101,
llm_feedback,m14_trunc1_01010101,14,changeDoorsState,8,01,1,2,length_variation_truncation,01010101,
llm_feedback,m14_trunc2_01010101,14,changeDoorsState,8,0101,2,2,length_variation_truncation,01010101,
llm_feedback,m14_trunc3_01010101,14,changeDoorsState,8,010101,3,2,length_variation_truncation,01010101,
llm_feedback,m14_byte0_0_01010101,14,changeDoorsState,8,00010101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte0_2_01010101,14,changeDoorsState,8,02010101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte0_3_01010101,14,changeDoorsState,8,03010101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte0_255_01010101,14,changeDoorsState,8,ff010101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte1_0_01010101,14,changeDoorsState,8,01000101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte1_2_01010101,14,changeDoorsState,8,01020101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte1_3_01010101,14,changeDoorsState,8,01030101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte1_255_01010101,14,changeDoorsState,8,01ff0101,4,2,byte_mutation,01010101,
llm_feedback,m14_byte2_0_01010101,14,changeDoorsState,8,01010001,4,2,byte_mutation,01010101,
llm_feedback,m14_byte2_2_01010101,14,changeDoorsState,8,01010201,4,2,byte_mutation,01010101,
llm_feedback,m14_byte2_3_01010101,14,changeDoorsState,8,01010301,4,2,byte_mutation,01010101,
llm_feedback,m14_byte2_255_01010101,14,changeDoorsState,8,0101ff01,4,2,byte_mutation,01010101,
llm_feedback,m14_byte3_0_01010101,14,changeDoorsState,8,01010100,4,2,byte_mutation,01010101,
llm_feedback,m14_byte3_2_01010101,14,changeDoorsState,8,01010102,4,2,byte_mutation,01010101,
llm_feedback,m14_byte3_3_01010101,14,changeDoorsState,8,01010103,4,2,byte_mutation,01010101,
llm_feedback,m14_byte3_255_01010101,14,changeDoorsState,8,010101ff,4,2,byte_mutation,01010101,
llm_feedback,m14_suffix_zero_02020202,14,changeDoorsState,8,0202020200,5,2,suffix_padding,02020202,
llm_feedback,m14_suffix_ff_02020202,14,changeDoorsState,8,02020202ff,5,2,suffix_padding,02020202,
llm_feedback,m14_prefix_zero_02020202,14,changeDoorsState,8,0002020202,5,2,prefix_padding,02020202,
llm_feedback,m14_prefix_ff_02020202,14,changeDoorsState,8,ff02020202,5,2,prefix_padding,02020202,
llm_feedback,m14_double_02020202,14,changeDoorsState,8,0202020202020202,8,2,length_variation_duplication,02020202,
llm_feedback,m14_trunc1_02020202,14,changeDoorsState,8,02,1,2,length_variation_truncation,02020202,
llm_feedback,m14_trunc2_02020202,14,changeDoorsState,8,0202,2,2,length_variation_truncation,02020202,
llm_feedback,m14_trunc3_02020202,14,changeDoorsState,8,020202,3,2,length_variation_truncation,02020202,
llm_feedback,m14_byte0_0_02020202,14,changeDoorsState,8,00020202,4,2,byte_mutation,02020202,
llm_feedback,m14_byte0_1_02020202,14,changeDoorsState,8,01020202,4,2,byte_mutation,02020202,
llm_feedback,m14_byte0_3_02020202,14,changeDoorsState,8,03020202,4,2,byte_mutation,02020202,
llm_feedback,m14_byte0_255_02020202,14,changeDoorsState,8,ff020202,4,2,byte_mutation,02020202,
llm_feedback,m14_byte1_0_02020202,14,changeDoorsState,8,02000202,4,2,byte_mutation,02020202,
